ORDERID;NATURE;OPERATIONTYPE;AMOUNT;CURRENCY;"BILLINGFEES INCL. VAT";DATE;CHARGEBACKDATE;"TRANSFER REFERENCE";EXTRADATA;3DSECUREFEE
1677257~1;payment;payment;107.69;EUR;0.50;"2023-02-11 16:50:50";;20230213.150.20134253043109506;;0.00260
1677260~1;payment;payment;42.50;EUR;0.20;"2023-02-11 16:57:15";;20230213.150.20134253043109506;;0.00260
1677263~1;payment;payment;51.50;EUR;0.47;"2023-02-11 16:59:15";;20230213.150.20134253043109506;;0.02000
1677264~1;payment;payment;190.49;EUR;1.61;"2023-02-11 17:06:04";;20230213.150.20134253043109506;;0.02000
1677266~1;payment;payment;74.05;EUR;0.35;"2023-02-11 17:10:42";;20230213.150.20134253043109506;;0.00260
1677269~1;payment;payment;32.40;EUR;0.16;"2023-02-11 17:14:18";;20230213.150.20134253043109506;;0.00260
1677270~1;payment;payment;45.99;EUR;0.42;"2023-02-11 17:15:29";;20230213.150.20134253043109506;;0.02000
1677272~1;payment;payment;251.18;EUR;1.18;"2023-02-11 17:21:23";;20230213.150.20134253043109506;;0.00260
1677276~1;payment;payment;43.99;EUR;0.40;"2023-02-11 17:39:53";;20230213.150.20134253043109506;;0.02000
1677279~1;payment;payment;25.00;EUR;0.12;"2023-02-11 17:41:57";;20230213.150.20134253043109506;;0.00260
1677281~1;payment;payment;126.50;EUR;0.59;"2023-02-11 17:46:17";;20230213.150.20134253043109506;;0.00260
1677284~1;payment;payment;116.77;EUR;0.55;"2023-02-11 17:52:37";;20230213.150.20134253043109506;;0.00260
1677285~1;payment;payment;59.00;EUR;0.28;"2023-02-11 17:54:35";;20230213.150.20134253043109506;;0.00260
1677287~1;payment;payment;138.96;EUR;0.65;"2023-02-11 17:58:10";;20230213.150.20134253043109506;;0.00260
1677290~1;payment;payment;63.49;EUR;0.30;"2023-02-11 18:04:37";;20230213.150.20134253043109506;;0.00260
1677295~1;payment;payment;296.17;EUR;1.39;"2023-02-11 18:15:34";;20230213.150.20134253043109506;;0.00260
1677301~1;payment;payment;30.50;EUR;0.14;"2023-02-11 18:26:19";;20230213.150.20134253043109506;;0.00260
1677303~1;payment;payment;250.95;EUR;1.18;"2023-02-11 18:32:27";;20230213.150.20134253043109506;;0.00260
1677304~1;payment;payment;133.34;EUR;0.62;"2023-02-11 18:38:39";;20230213.150.20134253043109506;;0.00260
1677312~1;payment;payment;106.29;EUR;0.49;"2023-02-11 18:49:50";;20230213.150.20134253043109506;;0.00260
1677316~1;payment;payment;53.50;EUR;0.48;"2023-02-11 18:53:41";;20230213.150.20134253043109506;;0.02000
1677314~1;payment;payment;37.35;EUR;0.18;"2023-02-11 18:54:12";;20230213.150.20134253043109506;;0.00260
1677319~1;payment;payment;142.24;EUR;0.66;"2023-02-11 19:02:09";;20230213.150.20134253043109506;;0.00260
1677321~1;payment;payment;144.51;EUR;0.67;"2023-02-11 19:08:40";;20230213.150.20134253043109506;;0.00260
1677322~1;payment;payment;63.50;EUR;0.30;"2023-02-11 19:27:23";;20230213.150.20134253043109506;;0.00260
1677323~1;payment;payment;50.19;EUR;0.24;"2023-02-11 19:28:11";;20230213.150.20134253043109506;;0.00260
1677324~1;payment;payment;31.50;EUR;0.14;"2023-02-11 19:29:52";;20230213.150.20134253043109506;;0.00260
1677325~1;payment;payment;228.59;EUR;1.07;"2023-02-11 19:34:05";;20230213.150.20134253043109506;;0.00260
1677327~1;payment;payment;44.49;EUR;0.20;"2023-02-11 19:37:29";;20230213.150.20134253043109506;;0.00260
1677328~1;payment;payment;104.98;EUR;0.49;"2023-02-11 19:44:14";;20230213.150.20134253043109506;;0.00260
1677331~1;payment;payment;33.98;EUR;0.16;"2023-02-11 19:55:37";;20230213.150.20134253043109506;;0.00260
1677332~1;payment;payment;127.69;EUR;0.60;"2023-02-11 19:57:40";;20230213.150.20134253043109506;;0.00260
1677333~1;payment;payment;62.50;EUR;0.29;"2023-02-11 19:58:40";;20230213.150.20134253043109506;;0.00260
1677334~1;payment;payment;46.20;EUR;0.22;"2023-02-11 20:00:41";;20230213.150.20134253043109506;;0.00260
1677335~1;payment;payment;43.49;EUR;0.20;"2023-02-11 20:06:28";;20230213.150.20134253043109506;;0.00260
1677339~1;payment;payment;50.75;EUR;0.46;"2023-02-11 20:13:13";;20230213.150.20134253043109506;;0.02000
1677338~1;payment;payment;35.70;EUR;0.17;"2023-02-11 20:13:40";;20230213.150.20134253043109506;;0.00260
1677340~1;payment;payment;289.99;EUR;1.36;"2023-02-11 20:16:13";;20230213.150.20134253043109506;;0.00260
1677341~1;payment;payment;46.44;EUR;0.22;"2023-02-11 20:18:05";;20230213.150.20134253043109506;;0.00260
1677343~1;payment;payment;77.50;EUR;0.36;"2023-02-11 20:25:04";;20230213.150.20134253043109506;;0.00260
1677346~1;payment;payment;56.20;EUR;0.26;"2023-02-11 20:37:39";;20230213.150.20134253043109506;;0.00260
1677351~1;payment;payment;50.59;EUR;0.46;"2023-02-11 20:57:22";;20230213.150.20134253043109506;;0.02000
1677353~1;payment;payment;120.97;EUR;0.56;"2023-02-11 21:00:14";;20230213.150.20134253043109506;;0.00260
1677355~1;payment;payment;53.20;EUR;0.25;"2023-02-11 21:05:37";;20230213.150.20134253043109506;;0.00260
1677356~1;payment;payment;75.95;EUR;0.36;"2023-02-11 21:05:43";;20230213.150.20134253043109506;;0.00260
1677361~1;payment;payment;28.50;EUR;0.13;"2023-02-11 21:13:32";;20230213.150.20134253043109506;;0.00260
1677362~1;payment;payment;104.64;EUR;0.49;"2023-02-11 21:21:23";;20230213.150.20134253043109506;;0.00260
1677367~1;payment;payment;26.00;EUR;0.00;"2023-02-11 21:21:51";;;;0.04000
1677370~1;payment;payment;120.70;EUR;0.56;"2023-02-11 21:24:59";;20230213.150.20134253043109506;;0.00260
1677369~1;payment;payment;28.50;EUR;0.13;"2023-02-11 21:26:31";;20230213.150.20134253043109506;;0.00260
1677371~1;payment;payment;133.98;EUR;0.62;"2023-02-11 21:28:58";;20230213.150.20134253043109506;;0.00260
1677372~1;payment;payment;67.10;EUR;0.31;"2023-02-11 21:30:07";;20230213.150.20134253043109506;;0.00260
1677376~1;payment;payment;22.49;EUR;0.11;"2023-02-11 21:35:16";;20230213.150.20134253043109506;;0.00260
1677378~1;payment;payment;46.47;EUR;0.22;"2023-02-11 21:42:59";;20230213.150.20134253043109506;;0.00260
1668445~1;payment;payment;365.53;EUR;1.72;"2023-02-11 21:55:10";;20230213.150.20134253043109506;;0.00260
1668441~1;payment;payment;301.94;EUR;1.42;"2023-02-11 22:00:13";;20230213.150.20134253043109506;;0.00260
1677382~1;payment;payment;40.90;EUR;0.19;"2023-02-11 22:01:23";;20230213.150.20134253043109506;;0.00260
1677386~1;payment;payment;36.00;EUR;0.17;"2023-02-11 22:10:08";;20230213.150.20134253043109506;;0.00260
1677388~1;payment;payment;65.09;EUR;0.30;"2023-02-11 22:12:21";;20230213.150.20134253043109506;;0.00260
1677391~1;payment;payment;15.50;EUR;0.07;"2023-02-11 22:23:05";;20230213.150.20134253043109506;;0.00260
1665978~1;refund;refund;93.97;EUR;0.00;"2023-02-11 22:30:05";;20230213.150.20134253043109506;630315;0
1665600~1;refund;refund;3.12;EUR;0.00;"2023-02-11 22:30:07";;20230213.150.20134253043109506;630242;0
1662613~1;refund;refund;6.49;EUR;0.00;"2023-02-11 22:30:08";;20230213.150.20134253043109506;630240;0
1665600~1;refund;refund;23.99;EUR;0.00;"2023-02-11 22:30:10";;20230213.150.20134253043109506;630241;0
1662613~1;refund;refund;49.50;EUR;0.00;"2023-02-11 22:30:11";;20230213.150.20134253043109506;630239;0
1656911~1;refund;refund;0.78;EUR;0.00;"2023-02-11 22:30:15";;20230213.150.20134253043109506;628328;0
1656911~1;refund;refund;35.60;EUR;0.00;"2023-02-11 22:30:16";;20230213.150.20134253043109506;628327;0
1656911~1;refund;refund;63.50;EUR;0.00;"2023-02-11 22:30:17";;20230213.150.20134253043109506;628325;0
1667650~1;refund;refund;101.50;EUR;0.00;"2023-02-11 22:30:19";;20230213.150.20134253043109506;630453;0
1668714~1;refund;refund;46.04;EUR;0.00;"2023-02-11 22:30:27";;20230213.150.20134253043109506;630324;0
1659021~1;refund;refund;111.60;EUR;0.00;"2023-02-11 22:30:28";;20230213.150.20134253043109506;628696;0
1666612~1;refund;refund;4.50;EUR;0.00;"2023-02-11 22:30:30";;20230213.150.20134253043109506;630513;0
1666612~1;refund;refund;29.80;EUR;0.00;"2023-02-11 22:30:31";;20230213.150.20134253043109506;630512;0
1664343~1;refund;refund;2.36;EUR;0.00;"2023-02-11 22:30:33";;20230213.150.20134253043109506;630517;0
1664343~1;refund;refund;140.29;EUR;0.00;"2023-02-11 22:30:34";;20230213.150.20134253043109506;630516;0
1665074~1;refund;refund;1.42;EUR;0.00;"2023-02-11 22:30:44";;20230213.150.20134253043109506;630567;0
1665074~1;refund;refund;65.52;EUR;0.00;"2023-02-11 22:30:45";;20230213.150.20134253043109506;630566;0
1662204~1;refund;refund;1.12;EUR;0.00;"2023-02-11 22:30:54";;20230213.150.20134253043109506;630519;0
1662204~1;refund;refund;47.50;EUR;0.00;"2023-02-11 22:30:55";;20230213.150.20134253043109506;630518;0
1662899~1;refund;refund;1.50;EUR;0.00;"2023-02-11 22:31:09";;20230213.150.20134253043109506;630580;0
1662899~1;refund;refund;96.49;EUR;0.00;"2023-02-11 22:31:10";;20230213.150.20134253043109506;630579;0
1668739~1;refund;refund;3.07;EUR;0.00;"2023-02-11 22:31:16";;20230213.150.20134253043109506;630534;0
1668739~1;refund;refund;48.50;EUR;0.00;"2023-02-11 22:31:17";;20230213.150.20134253043109506;630533;0
1661714~1;refund;refund;11.02;EUR;0.00;"2023-02-11 22:31:19";;20230213.150.20134253043109506;630537;0
1661714~1;refund;refund;99.73;EUR;0.00;"2023-02-11 22:31:20";;20230213.150.20134253043109506;630536;0
1666928~1;refund;refund;19.97;EUR;0.00;"2023-02-11 22:31:23";;20230213.150.20134253043109506;630387;0
1665871~1;refund;refund;2.02;EUR;0.00;"2023-02-11 22:31:33";;20230213.150.20134253043109506;630312;0
1665871~1;refund;refund;141.27;EUR;0.00;"2023-02-11 22:31:35";;20230213.150.20134253043109506;630311;0
1663766~1;refund;refund;90.80;EUR;0.00;"2023-02-11 22:31:38";;20230213.150.20134253043109506;630699;0
1660267~1;refund;refund;39.75;EUR;0.00;"2023-02-11 22:31:40";;20230213.150.20134253043109506;630718;0
1661801~1;refund;refund;46.75;EUR;0.00;"2023-02-11 22:31:43";;20230213.150.20134253043109506;630116;0
1668199~1;refund;refund;0.26;EUR;0.00;"2023-02-11 22:31:53";;20230213.150.20134253043109506;631000;0
1668199~1;refund;refund;10.00;EUR;0.00;"2023-02-11 22:31:54";;20230213.150.20134253043109506;630999;0
1658060~1;refund;refund;137.49;EUR;0.00;"2023-02-11 22:31:55";;20230213.150.20134253043109506;630123;0
1664999~1;refund;refund;160.17;EUR;0.00;"2023-02-11 22:31:56";;20230213.150.20134253043109506;630067;0
1665593~1;refund;refund;161.39;EUR;0.00;"2023-02-11 22:31:57";;20230213.150.20134253043109506;630998;0
1661193~1;refund;refund;17.25;EUR;0.00;"2023-02-11 22:32:02";;20230213.150.20134253043109506;630741;0
1662842~1;refund;refund;47.25;EUR;0.00;"2023-02-11 22:32:03";;20230213.150.20134253043109506;630742;0
1662842~1;refund;refund;57.60;EUR;0.00;"2023-02-11 22:32:04";;20230213.150.20134253043109506;630743;0
1665782~1;refund;refund;12.15;EUR;0.00;"2023-02-11 22:32:06";;20230213.150.20134253043109506;631020;0
1665782~1;refund;refund;55.32;EUR;0.00;"2023-02-11 22:32:07";;20230213.150.20134253043109506;630418;0
1598827~1;refund;refund;453.47;EUR;0.00;"2023-02-11 22:32:09";;20230213.150.20134253043109506;596920;0
1661248~1;refund;refund;69.49;EUR;0.00;"2023-02-11 22:32:10";;20230213.150.20134253043109506;630671;0
1663363~1;refund;refund;120.41;EUR;0.00;"2023-02-11 22:32:12";;20230213.150.20134253043109506;630745;0
1661883~1;refund;refund;0.70;EUR;0.00;"2023-02-11 22:32:27";;20230213.150.20134253043109506;630713;0
1663468~1;refund;refund;1.50;EUR;0.00;"2023-02-11 22:32:28";;20230213.150.20134253043109506;630715;0
1661883~1;refund;refund;33.75;EUR;0.00;"2023-02-11 22:32:29";;20230213.150.20134253043109506;630712;0
1663468~1;refund;refund;59.99;EUR;0.00;"2023-02-11 22:32:30";;20230213.150.20134253043109506;630714;0
1661976~1;refund;refund;29.00;EUR;0.00;"2023-02-11 22:32:32";;20230213.150.20134253043109506;630767;0
1662197~1;refund;refund;265.91;EUR;0.00;"2023-02-11 22:32:36";;20230213.150.20134253043109506;630495;0
1666841~1;refund;refund;0.31;EUR;0.00;"2023-02-11 22:32:37";;20230213.150.20134253043109506;630511;0
1666841~1;refund;refund;16.49;EUR;0.00;"2023-02-11 22:32:38";;20230213.150.20134253043109506;630510;0
1654922~1;refund;refund;195.64;EUR;0.00;"2023-02-11 22:32:40";;20230213.150.20134253043109506;630700;0
1665602~1;refund;refund;0.64;EUR;0.00;"2023-02-11 22:32:42";;20230213.150.20134253043109506;630757;0
1665602~1;refund;refund;29.70;EUR;0.00;"2023-02-11 22:32:43";;20230213.150.20134253043109506;630756;0
1662427~1;refund;refund;2.76;EUR;0.00;"2023-02-11 22:32:44";;20230213.150.20134253043109506;630610;0
1662427~1;refund;refund;97.96;EUR;0.00;"2023-02-11 22:32:45";;20230213.150.20134253043109506;630609;0
1650743~1;refund;refund;102.20;EUR;0.00;"2023-02-11 22:32:47";;20230213.150.20134253043109506;626346;0
1661231~1;refund;refund;10.37;EUR;0.00;"2023-02-11 22:32:52";;20230213.150.20134253043109506;630813;0
1655141~1;refund;refund;14.40;EUR;0.00;"2023-02-11 22:32:53";;20230213.150.20134253043109506;630812;0
1657041~1;refund;refund;72.50;EUR;0.00;"2023-02-11 22:32:54";;20230213.150.20134253043109506;627727;0
1665289~1;refund;refund;102.30;EUR;0.00;"2023-02-11 22:32:56";;20230213.150.20134253043109506;630720;0
1658253~1;refund;refund;0.08;EUR;0.00;"2023-02-11 22:33:06";;20230213.150.20134253043109506;629962;0
1658253~1;refund;refund;0.31;EUR;0.00;"2023-02-11 22:33:07";;20230213.150.20134253043109506;630778;0
1658253~1;refund;refund;0.34;EUR;0.00;"2023-02-11 22:33:08";;20230213.150.20134253043109506;629964;0
1658253~1;refund;refund;1.77;EUR;0.00;"2023-02-11 22:33:09";;20230213.150.20134253043109506;629967;0
1658253~1;refund;refund;10.47;EUR;0.00;"2023-02-11 22:33:10";;20230213.150.20134253043109506;629961;0
1658253~1;refund;refund;39.60;EUR;0.00;"2023-02-11 22:33:12";;20230213.150.20134253043109506;630777;0
1658253~1;refund;refund;43.98;EUR;0.00;"2023-02-11 22:33:13";;20230213.150.20134253043109506;629963;0
1654938~1;refund;refund;151.38;EUR;0.00;"2023-02-11 22:33:14";;20230213.150.20134253043109506;629965;0
1658253~1;refund;refund;221.34;EUR;0.00;"2023-02-11 22:33:15";;20230213.150.20134253043109506;629966;0
1665790~1;refund;refund;2.99;EUR;0.00;"2023-02-11 22:33:18";;20230213.150.20134253043109506;630771;0
1665790~1;refund;refund;118.93;EUR;0.00;"2023-02-11 22:33:19";;20230213.150.20134253043109506;630770;0
1668349~1;refund;refund;0.09;EUR;0.00;"2023-02-11 22:33:21";;20230213.150.20134253043109506;630836;0
1668349~1;refund;refund;1.93;EUR;0.00;"2023-02-11 22:33:22";;20230213.150.20134253043109506;630834;0
1668349~1;refund;refund;31.50;EUR;0.00;"2023-02-11 22:33:23";;20230213.150.20134253043109506;630835;0
1668349~1;refund;refund;711.61;EUR;0.00;"2023-02-11 22:33:25";;20230213.150.20134253043109506;630833;0
1664530~1;refund;refund;0.60;EUR;0.00;"2023-02-11 22:33:28";;20230213.150.20134253043109506;630763;0
1664530~1;refund;refund;40.06;EUR;0.00;"2023-02-11 22:33:31";;20230213.150.20134253043109506;630762;0
1662077~1;refund;refund;8.20;EUR;0.00;"2023-02-11 22:33:43";;20230213.150.20134253043109506;630323;0
1662077~1;refund;refund;42.50;EUR;0.00;"2023-02-11 22:33:44";;20230213.150.20134253043109506;630322;0
1664277~1;refund;refund;17.80;EUR;0.00;"2023-02-11 22:33:46";;20230213.150.20134253043109506;630787;0
1665023~1;refund;refund;100.50;EUR;0.00;"2023-02-11 22:33:48";;20230213.150.20134253043109506;630768;0
1665678~1;refund;refund;180.60;EUR;0.00;"2023-02-11 22:33:49";;20230213.150.20134253043109506;630769;0
1665763~1;refund;refund;57.61;EUR;0.00;"2023-02-11 22:33:50";;20230213.150.20134253043109506;630624;0
1667422~1;refund;refund;347.77;EUR;0.00;"2023-02-11 22:33:55";;20230213.150.20134253043109506;630724;0
1662403~1;refund;refund;62.24;EUR;0.00;"2023-02-11 22:33:56";;20230213.150.20134253043109506;630648;0
1660648~1;refund;refund;31.47;EUR;0.00;"2023-02-11 22:34:01";;20230213.150.20134253043109506;629329;0
1677396~1;payment;payment;69.36;EUR;0.61;"2023-02-11 22:44:06";;20230213.150.20134253043109506;;0.02000
1677398~1;payment;payment;15.50;EUR;0.07;"2023-02-11 22:51:21";;20230213.150.20134253043109506;;0.00260
1677399~1;payment;payment;31.95;EUR;0.14;"2023-02-11 22:51:25";;20230213.150.20134253043109506;;0.00260
1677400~1;payment;payment;63.39;EUR;0.30;"2023-02-11 22:52:30";;20230213.150.20134253043109506;;0.00260
1677402~1;payment;payment;108.39;EUR;0.50;"2023-02-11 22:55:58";;20230213.150.20134253043109506;;0.00260
1677404~1;payment;payment;83.44;EUR;0.40;"2023-02-11 23:05:15";;20230213.150.20134253043109506;;0.00260
1677407~1;payment;payment;63.49;EUR;0.30;"2023-02-11 23:07:47";;20230213.150.20134253043109506;;0.00260
1677408~1;payment;payment;52.23;EUR;0.24;"2023-02-11 23:11:18";;20230213.150.20134253043109506;;0.00260
1677416~1;payment;payment;109.55;EUR;0.52;"2023-02-11 23:51:57";;20230213.150.20134253043109506;;0.00260
1677418~1;payment;payment;55.40;EUR;0.26;"2023-02-11 23:55:52";;20230213.150.20134253043109506;;0.00260
1677426~1;payment;payment;147.69;EUR;0.70;"2023-02-12 00:31:37";;20230213.150.20134253043109506;;0.00260
1677430~1;payment;payment;96.21;EUR;0.46;"2023-02-12 00:56:41";;20230213.150.20134253043109506;;0.00260
1677431~1;payment;payment;48.48;EUR;0.23;"2023-02-12 00:58:49";;20230213.150.20134253043109506;;0.00260
1677433~1;payment;payment;39.49;EUR;0.18;"2023-02-12 01:19:58";;20230213.150.20134253043109506;;0.00260
1677435~1;payment;payment;124.89;EUR;0.59;"2023-02-12 01:35:33";;20230213.150.20134253043109506;;0.00260
1677436~1;payment;payment;41.49;EUR;0.19;"2023-02-12 01:42:55";;20230213.150.20134253043109506;;0.00260
1677437~1;payment;payment;25.47;EUR;0.12;"2023-02-12 01:49:44";;20230213.150.20134253043109506;;0.00260
1677439~1;payment;payment;72.99;EUR;0.64;"2023-02-12 02:34:38";;20230213.150.20134253043109506;;0.02000
1677440~1;payment;payment;63.00;EUR;0.30;"2023-02-12 02:45:54";;20230213.150.20134253043109506;;0.00260
1677442~1;payment;payment;49.99;EUR;0.23;"2023-02-12 03:12:45";;20230213.150.20134253043109506;;0.00260
1677444~1;payment;payment;23.79;EUR;0.11;"2023-02-12 03:32:58";;20230213.150.20134253043109506;;0.00260
1677445~1;payment;payment;56.49;EUR;0.26;"2023-02-12 03:59:07";;20230213.150.20134253043109506;;0.00260
1677447~1;payment;payment;359.99;EUR;1.68;"2023-02-12 05:08:04";;20230213.150.20134253043109506;;0.00260
1677449~1;payment;payment;108.11;EUR;1.52;"2023-02-12 05:23:20";;20230213.150.20134253043109506;;0.02000
1677451~1;payment;payment;54.79;EUR;0.25;"2023-02-12 06:04:56";;20230213.150.20134253043109506;;0.00260
1677453~1;payment;payment;41.10;EUR;0.37;"2023-02-12 07:01:54";;20230213.150.20134253043109506;;0.02000
1677461~1;payment;payment;62.30;EUR;0.29;"2023-02-12 07:59:09";;20230213.150.20134253043109506;;0.00260
1677462~1;payment;payment;438.77;EUR;2.05;"2023-02-12 08:05:33";;20230213.150.20134253043109506;;0.00260
1677465~1;payment;payment;230.48;EUR;1.08;"2023-02-12 08:27:04";;20230213.150.20134253043109506;;0.00260
1677467~1;payment;payment;144.50;EUR;0.67;"2023-02-12 08:37:02";;20230213.150.20134253043109506;;0.00260
1677468~1;payment;payment;60.60;EUR;0.29;"2023-02-12 08:46:03";;20230213.150.20134253043109506;;0.00260
1677470~1;payment;payment;65.58;EUR;0.31;"2023-02-12 08:54:35";;20230213.150.20134253043109506;;0.00260
1677471~1;payment;payment;69.60;EUR;0.32;"2023-02-12 08:54:41";;20230213.150.20134253043109506;;0.00260
1677472~1;payment;payment;57.40;EUR;0.26;"2023-02-12 08:58:42";;20230213.150.20134253043109506;;0.00260
1677476~1;payment;payment;52.48;EUR;0.24;"2023-02-12 09:14:16";;20230213.150.20134253043109506;;0.00260
1677477~1;payment;payment;103.49;EUR;0.48;"2023-02-12 09:20:34";;20230213.150.20134253043109506;;0.00260
1677480~1;payment;payment;183.32;EUR;0.85;"2023-02-12 09:25:20";;20230213.150.20134253043109506;;0.00260
1677482~1;payment;payment;17.50;EUR;0.08;"2023-02-12 09:26:06";;20230213.150.20134253043109506;;0.00260
1677483~1;payment;payment;36.49;EUR;0.17;"2023-02-12 09:27:06";;20230213.150.20134253043109506;;0.00260
1677487~1;payment;payment;47.99;EUR;0.23;"2023-02-12 09:48:34";;20230213.150.20134253043109506;;0.00260
1677490~1;payment;payment;22.19;EUR;0.11;"2023-02-12 09:56:07";;20230213.150.20134253043109506;;0.00260
1677491~1;payment;payment;107.97;EUR;0.50;"2023-02-12 09:57:45";;20230213.150.20134253043109506;;0.00260
1677492~1;payment;payment;37.20;EUR;0.18;"2023-02-12 09:59:47";;20230213.150.20134253043109506;;0.00260
1677384~1;payment;payment;34.47;EUR;0.00;"2023-02-12 10:01:50";;;;0.04000
1677384~1;payment;payment;34.47;EUR;0.32;"2023-02-12 10:01:51";;20230213.150.20134253043109506;;0.04000
1677493~1;payment;payment;27.50;EUR;0.13;"2023-02-12 10:04:03";;20230213.150.20134253043109506;;0.00260
1677495~1;payment;payment;85.56;EUR;0.40;"2023-02-12 10:04:49";;20230213.150.20134253043109506;;0.00260
1677497~1;payment;payment;100.30;EUR;0.86;"2023-02-12 10:11:36";;20230213.150.20134253043109506;;0.02000
1677501~1;payment;payment;105.38;EUR;0.49;"2023-02-12 10:14:53";;20230213.150.20134253043109506;;0.00260
1677499~1;payment;payment;130.98;EUR;0.61;"2023-02-12 10:14:55";;20230213.150.20134253043109506;;0.00260
1677503~1;payment;payment;87.70;EUR;0.41;"2023-02-12 10:18:21";;20230213.150.20134253043109506;;0.00260
1677502~1;payment;payment;38.78;EUR;0.18;"2023-02-12 10:19:37";;20230213.150.20134253043109506;;0.00260
1677505~1;payment;payment;12.30;EUR;0.06;"2023-02-12 10:21:26";;20230213.150.20134253043109506;;0.00260
1677507~1;payment;payment;83.50;EUR;0.40;"2023-02-12 10:21:36";;20230213.150.20134253043109506;;0.00260
1677506~1;payment;payment;34.50;EUR;0.32;"2023-02-12 10:21:44";;20230213.150.20134253043109506;;0.04000
1677515~1;payment;payment;65.99;EUR;0.31;"2023-02-12 10:27:18";;20230213.150.20134253043109506;;0.00260
1677513~1;payment;payment;100.00;EUR;0.86;"2023-02-12 10:28:13";;20230213.150.20134253043109506;;0.04000
1677512~1;payment;payment;26.50;EUR;0.12;"2023-02-12 10:28:20";;20230213.150.20134253043109506;;0.00260
1677514~1;payment;payment;179.99;EUR;0.84;"2023-02-12 10:28:32";;20230213.150.20134253043109506;;0.00260
1677517~1;payment;payment;16.00;EUR;0.07;"2023-02-12 10:28:52";;20230213.150.20134253043109506;;0.00260
1677519~1;payment;payment;54.00;EUR;0.25;"2023-02-12 10:32:08";;20230213.150.20134253043109506;;0.00260
1677520~1;payment;payment;81.55;EUR;0.38;"2023-02-12 10:32:15";;20230213.150.20134253043109506;;0.00260
1677521~1;payment;payment;105.00;EUR;0.49;"2023-02-12 10:35:01";;20230213.150.20134253043109506;;0.00260
1677523~1;payment;payment;45.50;EUR;0.22;"2023-02-12 10:36:52";;20230213.150.20134253043109506;;0.00260
1677525~1;payment;payment;27.80;EUR;0.13;"2023-02-12 10:41:43";;20230213.150.20134253043109506;;0.00260
1677527~1;payment;payment;75.30;EUR;0.35;"2023-02-12 10:44:45";;20230213.150.20134253043109506;;0.00260
1676533~1;payment;payment;7.52;EUR;0.10;"2023-02-12 10:47:45";;20230213.150.20134253043109506;;0.02000
1677528~1;payment;payment;65.39;EUR;0.58;"2023-02-12 10:48:35";;20230213.150.20134253043109506;;0.04000
1677530~1;payment;payment;51.35;EUR;0.24;"2023-02-12 10:49:52";;20230213.150.20134253043109506;;0.00260
1677531~1;payment;payment;7.41;EUR;0.04;"2023-02-12 10:51:47";;20230213.150.20134253043109506;;0.00260
1677534~1;payment;payment;121.44;EUR;0.56;"2023-02-12 10:52:16";;20230213.150.20134253043109506;;0.00260
1677536~1;payment;payment;79.88;EUR;0.37;"2023-02-12 10:53:37";;20230213.150.20134253043109506;;0.00260
1677535~1;payment;payment;103.99;EUR;0.49;"2023-02-12 10:55:10";;20230213.150.20134253043109506;;0.00260
1677539~1;payment;payment;281.99;EUR;2.38;"2023-02-12 10:58:02";;20230213.150.20134253043109506;;0.02000
1677540~1;payment;payment;61.47;EUR;0.29;"2023-02-12 10:58:23";;20230213.150.20134253043109506;;0.00260
1677541~1;payment;payment;39.45;EUR;0.18;"2023-02-12 11:00:46";;20230213.150.20134253043109506;;0.00260
1677542~1;payment;payment;11.59;EUR;0.06;"2023-02-12 11:01:33";;20230213.150.20134253043109506;;0.00260
1677543~1;payment;payment;36.49;EUR;0.17;"2023-02-12 11:02:55";;20230213.150.20134253043109506;;0.00260
1677549~1;payment;payment;47.47;EUR;0.23;"2023-02-12 11:13:20";;20230213.150.20134253043109506;;0.00260
1677550~1;payment;payment;32.30;EUR;0.16;"2023-02-12 11:13:51";;20230213.150.20134253043109506;;0.00260
1677548~1;payment;payment;52.79;EUR;0.25;"2023-02-12 11:13:56";;20230213.150.20134253043109506;;0.00260
1677554~1;payment;payment;40.14;EUR;0.00;"2023-02-12 11:16:40";;;;0.04000
1677554~1;payment;payment;40.14;EUR;0.19;"2023-02-12 11:17:28";;20230213.150.20134253043109506;;0.00260
1677558~1;payment;payment;52.00;EUR;0.24;"2023-02-12 11:25:14";;20230213.150.20134253043109506;;0.00260
1677561~1;payment;payment;79.50;EUR;0.37;"2023-02-12 11:26:24";;20230213.150.20134253043109506;;0.00260
1677563~1;payment;payment;35.50;EUR;0.17;"2023-02-12 11:30:29";;20230213.150.20134253043109506;;0.00260
1677564~1;payment;payment;35.30;EUR;0.17;"2023-02-12 11:31:09";;20230213.150.20134253043109506;;0.00260
1677566~1;payment;payment;134.30;EUR;1.15;"2023-02-12 11:33:10";;20230213.150.20134253043109506;;0.04000
1677565~1;payment;payment;68.99;EUR;0.32;"2023-02-12 11:33:23";;20230213.150.20134253043109506;;0.00260
1677567~1;payment;payment;12.75;EUR;0.06;"2023-02-12 11:33:41";;20230213.150.20134253043109506;;0.00260
1677570~1;payment;payment;31.00;EUR;0.14;"2023-02-12 11:36:48";;20230213.150.20134253043109506;;0.00260
1677573~1;payment;payment;27.90;EUR;0.26;"2023-02-12 11:38:26";;20230213.150.20134253043109506;;0.02000
1677569~1;payment;payment;24.30;EUR;0.11;"2023-02-12 11:39:00";;20230213.150.20134253043109506;;0.00260
